ranking,World Rank,University,Det.,Presence Rank*,Impact Rank*,Openness Rank*,Excellence Rank*
854,21609,Fundação Educacional de Penapolis,,18029,21288,11401,6033
855,21624,ITPAC de Porto Nacional Instituto Tocantinense Presidente Antônio Carlos de Porto Nacional,,14767,21588,11401,6033
856,21645,Universidade Estadual do Norte do Paraná UENP Campus de Cornélio Procópio,,16457,21489,11401,6033
857,21645,Centro Universitário Metropolitano de São Paulo UNIMESP,,22564,20876,11401,6033
858,21672,Faculdade Mater Dei,,15241,21613,11401,6033
859,21686,Escola Superior de Negócios ESUP,,19060,21276,11401,6033
860,21686,Faculdade Pio XII,,9543,22049,11401,6033
861,21732,Faculdade Metropolitana Marabá,,16422,21575,11401,6033
862,21732,Faculdade de Direito de Cachoeiro de Itapemirim FDCI,,15424,21665,11401,6033
863,21732,Faculdade Mario Schenberg,,19084,21323,11401,6033
864,21732,Faculdade Reges de Dracena (Centro de Ensino da Alta Paulista CEALPA),,17236,21511,11401,6033
865,21745,Serviço Nacional de Aprendizagem Comercial do Pernambuco,,11735,22959,11096,6033
866,21757,Faculadade FESP Fundação de Estudos Sociais do Paraná,,20487,21216,11401,6033
867,21767,Centro de Ensino Superior do Vale São Francisco,,15383,21719,11401,6033
868,21781,(3) Universidade Regional Integrada do Alto Uruguai e das Missões URI,,15737,21716,11401,6033
869,21781,Unidade de Ensino Superior do Sul do Maranhão UNISULMA,,19223,21395,11401,6033
870,21792,Faculdade Vale do Salgado FVS,,6279,22425,11401,6033
871,21792,Fundação Educacional da Regiao dos Lagos FERLAGOS,,18882,21443,11401,6033
872,21802,Faculdade de Administração de Governador Valadares,,13107,21938,11401,6033
873,21802,Faculdade de Telêmaco Borba FATEB,,16858,21637,11401,6033
874,21822,Faculdades Tecsoma,,15896,21751,11401,6033
875,21822,UNICE Ensino Superior,,19382,21434,11401,6033
876,21833,Faculdade São Salvador,,23698,20977,11401,6033
877,21833,Instituto de Educação Superior UNYAHNA,,24569,20861,11401,6033
878,21833,Faculdade Dehoniana,,13955,21915,11401,6033
879,21833,Faculdades de Pinhais FAPI,,22544,21104,11401,6033
880,21857,Escola e Faculdade Fortec,,24081,20942,11401,6033
881,21876,Instituto Esperança de Ensino Superior,,14041,21946,11401,6033
882,21876,Faculdade de Caldas Novas UNICALDAS,,16074,21789,11401,6033
883,21876,Faculdade de Educação São Francisco,,18856,21545,11401,6033
884,21907,Faculdade de Tecnología Herrero,,20756,21385,11401,6033
885,21907,Faculdades São Sebastião FASS,,16897,21763,11401,6033
886,21921,Faculdade Jangada,,15007,21927,11401,6033
887,21932,Faculdade Catuaí,,21627,21318,11401,6033
888,21932,Centro Superior de Ensino e Pesquisa de Machado CESEP,,18910,21595,11401,6033
889,21954,Faculdades Integradas Maria Imaculada,,18611,21650,11401,6033
890,21976,Faculdade de Patos de Minas,,18816,21650,11401,6033
891,21992,Centro de Ensino Superior de Jataí CESUT,,13249,22142,11401,6033
892,21992,Faculdade de Tecnologia de Barueri,,17981,21756,11401,6033
893,21992,Faculdade Integrada de Santa Maria FISMA,,16516,21871,11401,6033
894,22004,Faculdade FISUL,,13777,22107,11401,6033
895,22024,Faculdade de Balsas UNIBALSAS,,10255,22391,11401,6033
896,22056,Fundação Helena Antipoff FHA,,15574,22011,11401,6033
897,22062,Instituto Baiano de Ensino Superior IBES,,22589,21366,11401,6033
898,22073,Faculdade do Litoral Sul Paulista FALS,,19758,21693,11401,6033
899,22073,Faculdade de Tecnologia Assessoritec,,21163,21539,11401,6033
900,22085,Faculdade de Ciências Empresariais FACEMP,,15647,22063,11401,6033
901,22097,Faculdade Dinâmica do Vale do Piranga,,12095,22343,11401,6033
902,22114,Faculdade Santa Rita,,23580,21301,11401,6033
903,22148,Faculdade Madre Thaís FMT,,23731,21341,11401,6033
904,22166,FACCREI- FACED Conjunto Universitário Cornélio Procópio,,18816,21886,11401,6033
905,22166,Faculdade de Tecnologia Professor Waldomiro May FATEC,,18763,21896,11401,6033
906,22175,Faculdade Vicentina,,16030,22146,11401,6033
907,22175,Faculdade Meta FAMETA,,19182,21867,11401,6033
908,22175,Faculdades Tecnologicas Faesa CET-FAESA,,21208,21677,11401,6033
909,22189,Faculdade de Tecnologia de Curitiba FATEC,,19437,21849,11401,6033
910,22200,Senac Goiás,,480,24011,11401,6033
911,22208,UNISEPE Educacional,,13576,22367,11401,6033
912,22208,Centro Universitário Farias Brito (Faculdade Farias Brito),,10676,22557,11401,6033
913,22227,Faculdade Don Domênico Guarujá,,21320,21734,11401,6033
914,22236,Faculdade do Pantanal FAPAN,,19074,21952,11401,6033
915,22247,Autarquia Educacional do Belo Jardim AEB,,23540,21511,11401,6033
916,22265,Faculdade de Tecnologia de Mogi Mirim FATEC,,19089,21975,11401,6033
917,22265,Faculdade Campo Grande FCG,,23458,21533,11401,6033
918,22277,Faculdade Fidelis,,24906,21335,11401,6033
919,22291,UCP Faculdades do Centro do Paraná Pitanga FATEC Ivaiporã,,10802,22647,11401,6033
920,22306,Faculdade Saber e Fé FAETESF,,15383,22346,11401,6033
921,22306,Faculdade de Ensino Superior da Amazônia Reunida FESAR,,17362,22165,11401,6033
922,22319,Faculdade de Aracruz FAACZ,,15051,22373,11401,6033
923,22319,Faculdade Brasil,,19169,22019,11401,6033
924,22329,Faculdade Paraíso Ceará FAP,,20693,21903,11401,6033
925,22329,(1) Faculdade de Direito Conselheiro Lafaiete FDCL,,16048,22313,11401,6033
926,22334,Faculdade de Ensino Superior de Linhares,,14161,22470,11401,6033
927,22341,Faculdades Energia,,24182,21533,11401,6033
928,22341,Centro Universitário de Desenvolvimento do Centro-Oeste UNIDESC,,19672,22017,11401,6033
929,22357,Faculdade da Amazonia Ocidental FAAO,,18494,22132,11401,6033
930,22357,Faculdade Presbiteriana Gammon FAGAMMON,,21109,21891,11401,6033
931,22357,Instituto Superior de Educação PRÓ-SABER,,17981,22180,11401,6033
932,22376,Escola Superior de Advocacia do Estado de Ceará ESA CE,,17624,22252,11401,6033
933,22376,Centro Universitário de Jales UNIJALES,,13594,22544,11401,6033
934,22387,Escola Superior de Teologia e Espiritualidade Franciscana ESTEF,,19916,22044,11401,6033
935,22387,Faculdade Minas Gerais,,19710,22063,11401,6033
936,22387,Faculdade Panamericana de Ji Paraná UNIJIPA,,16106,22383,11401,6033
937,22400,Faculdade de Ensino Superior de Floriano FAESF,,9801,22855,11401,6033
938,22413,União Educacional do Vale do Aço UNIVAÇO,,16751,22358,11401,6033
939,22426,Faculdade São Luís de França,,17462,22316,11401,6033
940,22439,Instituto Florence,,7256,23077,11401,6033
941,22453,Fundação Educacional Nordeste Mineiro FENORD,,14916,22515,11401,6033
942,22461,Faculdade Almeida Rodrigues,,18413,22257,11401,6033
943,22473,Faculdade Salesiana Dom Bosco ISMA,,21082,22019,11401,6033
944,22485,Faculdade Nacional de Educaçao e Ensino Superior do Paraná INESUL,,12805,22725,11401,6033
945,22485,Faculdade de Filosofia Ciencias e Letras do Alto São Francisco FASF,,13810,22658,11401,6033
946,22485,União das Faculdades de Jussara UNIFAJ,,17151,22404,11401,6033
947,22532,Faculdade de Belford Roxo FABEL,,17839,22391,11401,6033
948,22545,UNIPACTO Teófilo Otoni,,19597,22230,11401,6033
949,22553,Instituto Superior do Litoral do Paraná ISULPAR,,19823,22239,11401,6033
950,22553,Faculdade São Paulo FSP,,18563,22977,11232,6033
951,22571,Centro de Ensino Superior de Valença,,20792,22158,11401,6033
952,22571,Faculdade União de Campo Mourão UNICAMPO,,15214,23266,11232,6033
953,22583,Faculdade Católica de Anápolis,,11201,22964,11401,6033
954,22583,Faculdade Concórdia FACC,,16778,22526,11401,6033
955,22593,Faculdades Integradas Einstein de Limeira,,18099,22440,11401,6033
956,22593,Faculdade Nossa Cidade FNC,,22217,22063,11401,6033
957,22593,Faculdade Evangélica de Tecnologia Ciências e Biotecnologia FAECAD,,26246,21472,11401,6033
958,22601,Decision Business School,,24865,21746,11401,6033
959,22601,Faculdade Cidade de Coromandel FCC,,21538,22132,11401,6033
960,22613,Faculdade CET,,18636,22425,11401,6033
961,22624,Instituto dos Advogados de Minas Gerais IAMG,,20927,22220,11401,6033
962,22624,Faculdade Guarapuava,,17540,22519,11401,6033
963,22624,Faculdades Integradas Coração de Jesus,,22730,22029,11401,6033
964,22624,Faculdade de Filosofia Ciências e Letras de Cajazeiras FAFIC,,15774,22666,11401,6033
965,22641,Faculdade Univértix,,15622,22695,11401,6033
966,22651,Faculdade Brasileira,,15525,22717,11401,6033
967,22651,Faculdade Central de Cristalina FACEC,,26709,21395,11401,6033
968,22659,Faculdade de Tecnologia de Mogi das Cruzes,,20305,22336,11401,6033
969,22659,Faculdade de Educaçao de Costa Rica FECRA,,26925,21331,11401,6033
970,22659,CESV Centro de Ensino Superior de Vitória,,23006,22044,11401,6033
971,22693,Faculdade Asa de Brumadinho,,16930,22653,11401,6033
972,22693,Faculdade SOGIPA de Educação Física,,10733,23122,11401,6033
973,22702,(1) Faculdade Dom Bosco de Porto Alegre,,14354,22880,11401,6033
974,22702,Faculdade de Formaçao de Professores da Mata Sul AEMASUL,,20242,22377,11401,6033
975,22714,Instituto Superior de Ensino do Ceará FAECE,,22756,22132,11401,6033
976,22728,Fundaçao de Desenvolvimiento Gerencial FDG,,21151,22313,11401,6033
977,22745,Instituto Matonense Municipal de Ensino Superior IMMES,,18967,22523,11401,6033
978,22762,Faculdade Delta,,13594,22994,11401,6033
979,22762,Faculdade Municipal de Palhoça FMP,,17696,22669,11401,6033
980,22781,Faculdade Eficaz,,18574,22603,11401,6033
981,22793,Faculdade Tecnologia Pindamonhangaba FATEC,,14408,22964,11401,6033
982,22804,Fátima Educação,,18710,22608,11401,6033
983,22829,Faculdade de Direito de Ipatinga FADIPA,,19061,22619,11401,6033
984,22839,Faculdade do Clube Naútico Mogiano,,22955,22261,11401,6033
985,22849,Fundação Paulista de Tecnología e Educação,,24488,22081,11401,6033
986,22870,Faculdade Gama e Souza,,22311,22377,11401,6033
987,22882,Faculdade de Mococa FAFEM,,18373,22749,11401,6033
988,22893,Faculdade de Tecnologia Dr Thomaz Novelino FATEC Franca,,23110,22299,11401,6033
989,22893,Faculdades Integradas Urubupungá,,20181,22584,11401,6033
990,22918,Faculdade Mauá,,19847,22658,11401,6033
991,22929,Faculdade de Direito e Ciências Sociais do Leste de Minas,,15647,23049,11401,6033
992,22929,Centro Universitário UNICNEC,,17435,22911,11401,6033
993,22958,Faculdade Santo Antônio de Pádua FASAP,,20825,22630,11401,6033
994,22976,Centro Sulamericano de Ensino Superior CESUL,,20188,22717,11401,6033
995,22976,Faculdade Arnaldo Horácio Ferreira FAAHF,,16243,23064,11401,6033
996,22976,Faculdade de Tecnología Intensiva FATECI,,25809,22044,11401,6033
997,22991,Faculdade América Latina,,21392,22608,11401,6033
998,23001,Faculdade Euclides da Cunha FEUC,,21454,22608,11401,6033
999,23008,Faculdade Católica de Fortaleza,,18063,22948,11401,6033
1000,23041,Faculdade de Teologia e Ciências FATEC,,18671,22932,11401,6033
1001,23041,Claretiano Faculdade de Rio Claro,,17593,25940,9431,6033
1002,23041,Faculdade Raimundo Marinho FRM,,19415,22855,11401,6033
1003,23053,Faculdade José Lacerda Filho de Ciencias Aplicadas Ipojuca FAJOLCA,,20274,22800,11401,6033
1004,23061,FAIP Faculdade do Grupo FAEF,,15698,23194,11401,6033
1005,23061,Faculdade de Tecnologia de Tatuí FATEC,,23805,22445,11401,6033
1006,23071,FESP Faculdades,,18277,23013,11401,6033
1007,23081,Faculdades Unificadas de Foz do Iguaçu UNIFOZ,,24600,22371,11401,6033
1008,23097,Fundação Educacional Dr Raul Bauab Jahu,,10243,23604,11401,6033
1009,23115,Faculdade Santa Lúcia,,24789,22399,11401,6033
1010,23137,Faculdade CCAA,,26709,22019,11401,6033
1011,23137,Faculdade de Tecnologia da Zona Leste FATEC,,22955,22658,11401,6033
1012,23150,Faculdade de Ciências Humanas de Curvelo,,21948,22775,11401,6033
1013,23183,(1) Faculdade Teológica Batista Equatorial FATEBE,,21125,22893,11401,6033
1014,23192,Faculdade Ciências da Vida,,17810,23201,11401,6033
1015,23202,Fundação Machadense de Ensino Superior e Comunicação FUMESC,,19750,23057,11401,6033
1016,23213,Faculdades Chafic UNICEAD,,17771,23238,11401,6033
1017,23213,Faculdades Integradas Maria Thereza FAMATH,,21725,22873,11401,6033
1018,23222,Instituto Superior de Educação IVOTI,,12361,23631,11401,6033
1019,23235,Faculdade Castelo Branco FUNCAB,,15525,23424,11401,6033
1020,23235,Faculdade Cidade de João Pinheiro FCJP,,21528,22922,11401,6033
1021,23257,Instituto de Especialização e Pós Graduação IEPG,,23181,22749,11401,6033
1022,23268,Faculdade Anchieta de Ensino Superior do Paraná FAESP,,16615,23370,11401,6033
1023,23268,Faculdade de Tecnologia de Garça FATEC,,14072,23535,11401,6033
1024,23280,Faculdade SOPECE,,18317,23250,11401,6033
1025,23292,Faculdade Metodista,,21232,23004,11401,6033
1026,23300,Faculdade de Direito do Vale do Rio Doce FADIVALE,,18301,23286,11401,6033
1027,23300,Faculdade de Ampére FAMPER,,16930,23383,11401,6033
1028,23300,Instituto Taubaté de Ensino Superior ITES,,24299,22669,11401,6033
1029,23316,Faculdade FIBRA,,21811,22967,11401,6033
1030,23349,Faculdade Padrão,,27495,21665,11401,6033
1031,23349,Faculdade Católica do Ceará,,22884,22904,11401,6033
1032,23349,Instituto UNIEMP,,26970,22178,11401,6033
1033,23361,Faculdade da Associação Brasiliense de Educação FABE,,18029,23354,11401,6033
1034,23368,Faculdades Integradas Camões,,24906,22663,11401,6033
1035,23395,Faculdades de Oliveira,,19613,23278,11401,6033
1036,23395,Instituto Padre Machado,,19725,23266,11401,6033
1037,23403,Faculdade de Engenharia de Agrimensura de Pirassununga,,25279,22666,11401,6033
1038,23412,(1) Faculdade Sudoeste Paulista,,20999,23181,11401,6033
1039,23412,Instituto Pernambucano de Ensino Superior IPESU,,24617,22775,11401,6033
1040,23412,Faculdade INAP,,19575,23311,11401,6033
1041,23412,Instituto de Ensino Superior Blauro Cardoso de Mattos FASERRA,,21937,23090,11401,6033
1042,23412,Faculdades Integradas Regionais de Avaré FREA,,19233,23330,11401,6033
1043,23427,Instituto de Ensino Superior Santo Antônio,,25973,22566,11401,6033
1044,23438,Instituto Taquaritinguense de Ensino Superior ITES,,20007,23293,11401,6033
1045,23472,Faculdade de Ciências Socias Aplicadas FACISA (Centro de Ensino Superior do Extremo Sul da Bahia CESESB),,24023,22921,11401,6033
1046,23472,Faculdade Evolução,,16696,23578,11401,6033
1047,23472,Instituto Superior de Educação do Parana INSEP,,11971,23918,11401,6033
1048,23472,UNIFAAT,,22955,23044,11401,6033
1049,23494,Instituto Superior de Economia e Administração ISEAD,,25847,22669,11401,6033
1050,23506,Faculdade Triângulo Mineiro FTM,,15383,23729,11401,6033
1051,23506,Faculdade de Paulínia,,18784,23452,11401,6033
1052,23514,Centro de Estudios Universitarios de Colider FACIDER,,15294,23752,11401,6033
1053,23563,União Latino Americana de Tecnología ULT,,27782,21495,11401,6033
1054,23579,Faculdade de Campina Grande do Sul FASUL,,22657,23220,11401,6033
1055,23586,Faculdade Boas Novas,,13637,23973,11401,6033
1056,23586,Instituto Cenecista de Ensino Superior de Santo Angelo IESA,,18805,23558,11401,6033
1057,23598,Faculdade de Anicuns,,20920,23402,11401,6033
1058,23624,Fundação Saint Pastous,,19800,23513,11401,6033
1059,23638,Faculdade do Maranhão FACAM,,23041,23259,11401,6033
1060,23647,UNIESP Faculdade Eça de Queirós FACEQ,,27648,21839,11401,6033
1061,23647,Faculdade de Ciências Humanas e Exatas do Sertão do São Francisco,,16030,23846,11401,6033
1062,23647,Faculdade de Filosofia Ciencias e Letras de Macaé FAFIMA,,25390,22967,11401,6033
1063,23679,Faculdades CELER,,16422,23846,11401,6033
1064,23697,UNIESSA,,24160,23183,11401,6033
1065,23697,Instituto Belo Horizonte de Ensino Superior IBHES,,25299,23037,11401,6033
1066,23697,Faculdade de Ciências Contabeis e Administrativas de Cachoeiro do Itapemirim FACCACI,,21350,23468,11401,6033
1067,23718,Faculdade do Seridó,,21141,23499,11401,6033
1068,23733,(1) Faculdade Metropolitana de Curitiba FAMEC,,27705,21843,11401,6033
1069,23733,Faculdade Serra da Mesa FASEM,,16150,23948,11401,6033
1070,23733,Instituto de Estudos Superiores do Maranhão IESMA,,21840,23459,11401,6033
1071,23742,Faculdade de Ciências de Wenceslau Braz FACIBRA,,23947,23278,11401,6033
1072,23742,Faculdade Saberes,,21509,23499,11401,6033
1073,23757,Faculdade de Cariacica UNIEST,,24006,23278,11401,6033
1074,23757,Faculdade José Augusto Vieira FJAV,,21824,23491,11401,6033
1075,23768,Faculdades Alvorada Plus,,15348,24029,11401,6033
1076,23768,Faculdade de Teologia Integrada FATIN,,23243,23371,11401,6033
1077,23798,Faculdade de Educação de Bacabal FEBAC,,16400,23983,11401,6033
1078,23841,Faculdade Latino Americana de Teologia Integral FLAM,,24434,23311,11401,6033
1079,23873,(1) Faculdade São Francisco de Assis UNIFIN,,27705,22007,11401,6033
1080,23873,Novo Rumo Faculdade e Escola Técnica,,16369,24073,11401,6033
1081,23886,Escola e Faculdade Santa Marina,,27108,22757,11401,6033
1082,23917,Instituto de Ensino Superior de Itapira IESI,,24608,23377,11401,6033
1083,23936,Faculdade Quirinópolis FAQUI,,20854,23780,11401,6033
1084,23955,UNIESP Faculdade de Filosofia Ciências e Letras Nossa Senhora Aparecida FNSA,,26336,23145,11401,6033
1085,23955,Faculdade Dom Bosco,,25491,23306,11401,6033
1086,23967,Faculdade de Desenvolvimento e Integração Regional FADIRE,,23437,23558,11401,6033
1087,23977,Unicentro Faculdade de Educação de Jaru UNICENTRO,,19466,23948,11401,6033
1088,23977,Faculdade de Rolim de Moura FAROL,,19518,23946,11401,6033
1089,23977,Faculdades Integradas de Paranaíba FIPAR,,20166,23890,11401,6033
1090,23993,Faculdade de Ciências da Bahia FACIBA,,23110,23632,11401,6033
1091,23993,Faculdade Padre Dourado FACPED,,15808,24251,11401,6033
1092,23993,Faculdade Aldeia de Carapicuiba FALC,,22705,23679,11401,6033
1093,23993,Faculdade de Tecnologia Jardim FATEJ,,24266,23491,11401,6033
1094,24005,Faculdade Pimenta Bueno FAP,,19021,24015,11401,6033
1095,24024,Faculdade Teológica e Seminario Batista Ana Wollerman,,26566,23153,11401,6033
1096,24024,Faculdades Integradas Libertas,,17048,24189,11401,6033
1097,24045,Instituto Brasileiro de História do Direito IBHD,,23231,23682,11401,6033
1098,24045,Faculdade Sergipana FASER,,24329,23535,11401,6033
1099,24045,União de Ensino Superior do Paraná UESPAR,,20131,23973,11401,6033
1100,24059,Faculdade Serra do Carmo,,19944,23997,11401,6033
1101,24068,Instituto de Ensino e Pesquisa Objetivo IEPO,,25309,23443,11401,6033
1102,24081,Faculdade Batista de Vila Velha FABAVI,,27782,22122,11401,6033
1103,24081,Faculdade Luterana Rui Barbosa,,23607,23691,11401,6033
1104,24114,Faculdade Raimundo de Sá Urtiga Filho,,16960,24311,11401,6033
1105,24144,Faculdade Sagrada Família FASF,,26507,23329,11401,6033
1106,24158,Faculdade Missioneira do Paraná FAMIPAR,,21265,23997,11401,6033
1107,24168,Faculdade de Itápolis FACITA,,22768,23858,11401,6033
1108,24175,Faculdade de Tecnologia da Zona Sul FATEC ZS,,24381,23721,11401,6033
1109,24181,Instituto Varzeagrandese de Ensino IVE,,24064,23752,11401,6033
1110,24202,Faculdade de Ciências Humanas de Cruzeiro FACIC,,23311,23862,11401,6033
1111,24214,Faculdades Integradas Torricelli,,27782,22303,11401,6033
1112,24214,Dom Pedro II Salvador,,27603,22627,11401,6033
1113,24214,Faculdade de Tecnologia Apoena FTA,,19886,24202,11401,6033
1114,24245,Faculdade de Ciências e Tecnologias de Campos Gerais FACICA,,13234,24755,11401,6033
1115,24245,Faculdade de Tecnologia de Sete Lagoas FACSETE,,17810,24406,11401,6033
1116,24258,Faculdade de Educação Fisica FEFISO,,23981,23846,11401,6033
1117,24262,Instituição Educacional São Judas Tadeu,,18618,24367,11401,6033
1118,24270,Faculdade de Tecnologia da Serra Gaúcha FTSG,,16343,24563,11401,6033
1119,24289,Faculdade Nazarena do Brasil FNB,,25133,23752,11401,6033
1120,24289,Faculdade INESP Instituto Nacional de Ensino e Pesquisa,,25056,23752,11401,6033
1121,24300,Faculdade Internacional Signorelli,,20453,24255,11401,6033
1122,24309,Faculdade Gamaliel,,21627,24157,11401,6033
1123,24309,Polo Universitário Santo Antônio,,17507,24512,11401,6033
1124,24318,Faculdade Evangélica de Brasília,,23791,23973,11401,6033
1125,24318,Faculdade de Tecnologia América do Sul,,27084,23321,11401,6033
1126,24330,Faculdade de Ciências Agro-ambientais FAGRAM,,26621,23499,11401,6033
1127,24330,Instituto Municipal de Ensino Superior de São Manuel IMES,,25071,23805,11401,6033
1128,24369,Centro de Ensino Superior de Conselheiro Lafaiete,,18582,24491,11401,6033
1129,24369,Faculdade do Bico do Papagaio FABIC,,17405,24621,11401,6033
1130,24369,"Faculdade de Ciências, Educação e Teologia do Norte do Brasil FACETEN",,15424,24755,11401,6033
1131,24390,Universidade da Paz Campus Brasília UNIPAZ,,26149,23704,11401,6033
1132,24390,Escola de Negócios UNI7,,26246,23682,11401,6033
1133,24412,Faculdade Pedro II,,22291,24217,11401,6033
1134,24451,Faculdade Intermunicipal do Noroeste do Paraná FACINOR,,23311,24165,11401,6033
1135,24458,UNESC Faculdades,,18099,24669,11401,6033
1136,24458,Conservatório Brasileiro de Música,,26935,23565,11401,6033
1137,24467,Faculdade Santa Izildinha,,17981,24682,11401,6033
1138,24467,Instituto Pró-Universidade Canoense Faculdade de Tecnología IPUC,,20159,24488,11401,6033
1139,24484,Faculdades São Judas Tadeu SJT,,22337,24311,11401,6033
1140,24499,Instituto Cuiabá de Ensino e Cultura ICEC,,22884,24270,11401,6033
1141,24505,Faculdade João Paulo II,,19330,24621,11401,6033
1142,24520,Evangélica Faculdade de Goianésia,,19815,24574,11401,6033
1143,24551,Faculdade Lions,,21662,24441,11401,6033
1144,24551,Faculdade do Saber FASAB,,17839,24774,11401,6033
1145,24567,Faculdade São Francisco de Juazeiro,,22427,24377,11401,6033
1146,24567,Centro de Ensino Superior de Uberaba,,24381,24157,11401,6033
