World Rank;University;Det.;Presence Rank*;Impact Rank*;Openness Rank*;Excellence Rank*
6117;Zhejiang University of Media & Communications / 浙江传媒学院;;7132;1796;11401;6033
6117;ADA University (Azerbaijan Diplomatic Academy);;2534;6107;5729;6033
6117;Central Methodist University;;9138;4851;6921;6033
6117;Naval Academy Taiwan;;10855;10978;10786;4269
6117;(3) University of North Carolina School of the Arts;;9240;3345;9556;6033
6117;Fundación Universitaria Konrad Lorenz;;5525;10172;11401;4202
6123;Hochschule Neubrandenburg;;6663;6403;4472;6033
6123;University of Montana Western;;7395;6551;8414;5580
6123;Mount Hood Community College;;9689;4535;7490;6033
6126;Van Hall Larenstein;;4875;7257;3382;6033
6126;University of San Jose Recoletos;;8368;2976;10235;6033
6126;Benedictine College;;10995;4185;8013;6033
6126;Chinese Military Academy Taiwan;;13004;11243;11401;3860
6126;Technological Education Institute of Kavala;;5955;7096;3440;6033
6126;Tsuda College / 津田塾大学;;7484;5712;5491;6033
6126;Universidad de Granma;;8647;13518;5831;4666
6133;Université Mohamed El Bachir El Ibrahim Bordj Bou Arréridj;;4517;15956;5275;4409
6133;Air Force Institute of Technology / Instytut Techniczny Wojsk Lotniczych;;14729;13716;5746;4566
6133;University of Dubuque;;6628;4168;8458;6033
6136;Education Development Center / Ośrodek Rozwoju Edukacji;;2747;2034;11401;6033
6136;S P Jain Institute of Management and Research;;12925;5363;5588;6033
6136;Information Technology University of the Punjab Lahore;;9493;6557;3965;6033
6136;Kemerovo State University of Culture and the Arts / Кемеровского государственного университета культуры и искусств;;11285;5569;5393;6033
6140;Illinois College of Optometry;;10389;6709;11401;4768
6140;Naif Arab University for Security Sciences;;2857;6644;4907;6033
6140;State University of New York Maritime College;;12553;4559;7235;6033
6140;Universitas Islam Negeri UIN Mataram;;7169;5424;6099;6033
6144;Fachhochschule Wedel;;6628;3570;9485;6033
6144;Universidad Simón Bolívar Colombia;;6141;11090;11232;4140
6144;CEPT University Center for Environmental Planning & Technology State University;;6531;5787;5573;6033
6144;PSG College of Arts and Science;;20188;16650;5459;4029
6148;Vanier College;;3665;3447;10027;6033
6148;Salahaddin University Erbil;;4405;14389;11401;3332
6150;Universal College of Learning;;7438;7235;9612;5288
6151;(3) Mohawk Valley Community College Utica Branch;;5753;4730;7676;6033
6151;Fachhochschule Lubeck;;8469;5996;5055;6033
6151;Ho Chi Minh City University of Engineering and Technology;;2844;7085;4272;6033
6151;Instituto Tecnológico de Orizaba;;17696;17018;7363;3735
6151;Concordia University Texas;;6588;3552;9556;6033
6151;Central School of Speech and Drama University of London;;11242;4170;8152;6033
6157;Adler School of Professional Psychology;;11118;4787;7026;6033
6157;Osaka Gakuin University / 大阪学院大学;;4340;5615;11401;5064
6157;Ukrainian State University of Chemical Engineering / Український державний хіміко-технологічний університет;;7913;17824;3918;4202
6157;Hochschule Bremerhaven;;6987;5356;6364;6033
6161;University College West Flanders / Hogeschool West-Vlaanderen;;4517;4737;7879;6033
6161;Military Technical Academy;;6494;13106;4700;4908
6161;North Dakota University System;;6043;6576;4494;6033
6161;Akita International University / 国際教養大学;;8541;5783;5436;6033
6165;Indiana Tech;;9561;4531;7693;6033
6166;Ottawa University;;7668;3692;9312;6033
6166;Universidad de Ciego de Ávila;;10014;14239;5683;4566
6168;Hubei Institute of Fine Arts / 湖北美术学院;;5081;1955;11401;6033
6168;Faculdades La Salle UNILASALLE;;3872;8102;2512;6033
6168;Centro Universitário Ritter dos Reis UNIRITTER;;6279;9147;4988;5580
6168;Baqai Medical University;;19233;12762;4962;4768
6168;Reitaku University / 麗澤大学;;5629;5352;6608;6033
6168;Salus University (Pennsylvania College of Optometry);;7438;6595;4329;6033
6174;Universitas Kristen Maranatha;;1344;7477;4304;6033
6174;Minin University (Minin Nizhny Novgorod State Pedagogical University) / Мининский университет;;4887;5505;6475;6033
6174;Universitas Nusantara PGRI Kediri;;3779;5432;6825;6033
6174;Spalding University;;10495;4410;7867;6033
6174;Tianjin Academy of Fine Arts / 天津美术学院;;8460;1838;11401;6033
6174;Eszterházy Károly University Eger / Eszterházy Károly Egyetem;;3620;9472;4931;5580
6180;San Francisco Art Institute;;6007;3004;10440;6033
6180;Cardinal Stritch University;;9372;3891;8897;6033
6180;Universidad de la Punta;;4340;3548;11401;5580
6180;Moody Bible Institute;;10035;3608;9312;6033
6180;Kansas City University of Medicine and Biosciences;;15074;6236;4084;6033
6180;V I Vernadsky Crimean Federal University / Крымский федеральный университет имени В.И Вернадского;;1742;7766;3690;6033
6186;Al Falah University;;7773;5107;6876;6033
6186;Chowan University;;9767;5690;5580;6033
6186;Escuela Nacional Superior de Ballet;;9748;1812;11401;6033
6186;Lagrange College;;8578;5227;6546;6033
6186;University College of Arts Crafts and Design Konstfack;;7067;4931;7268;6033
6191;De Anza College;;3691;2046;11401;6033
6191;FAE Centro Universitário;;6304;6638;8672;5580
6191;Centro Universitario UNIRG;;6118;5831;10786;5288
6191;Sebha University /Sabha University;;9844;16587;4566;4330
6195;Averett University;;12075;4187;8206;6033
6196;Xi'An International Studies University / 西安外国语大学;;3508;2074;11401;6033
6196;Pellissippi State Technical Community College;;6007;4301;8550;6033
6198;Al Al-Bayt University;;704;8583;3107;6033
6198;Faulkner University;;9336;3785;9162;6033
6198;Friends University;;7736;4502;8049;6033
6198;Indian Institute of Technology Rajasthan;;8607;7497;2863;6033
6198;Joetsu University of Education / 上越教育大学;;5525;5102;7219;6033
6198;University of Education Winneba;;2106;9999;4658;5580
6204;Thai Nichi Institute of Technology;;2829;5527;6992;6033
6204;Tottori University of Environmental Studies / 鳥取環境大学;;9336;8896;7747;5288
6204;China Academy of Art / 中国美术学院;;5858;1969;11401;6033
6207;Rajiv Gandhi University of Health Sciences;;2985;7632;11401;4768
6207;Universidad Manuela Beltran;;8069;10100;6040;5288
6209;State University of New York Onondaga Community College;;6043;4475;8321;6033
6209;Cyberjaya University College of Medical Sciences;;18505;11136;5102;5064
6211;College of Lake County;;8809;3682;9385;6033
6211;Hochschule Trier;;2266;4297;9213;6033
6213;College of Saint Elizabeth;;9926;4759;7496;6033
6213;(1) Shri Govindram Seksaria Institute of Technology & Science;;18866;14712;4261;4566
6213;Takushoku University / 拓殖大学;;5145;4277;8751;6033
6213;University for the Creative Arts;;8106;3261;10084;6033
6213;Landmark College;;10486;5289;6405;6033
6213;Red Deer College;;5798;5093;7286;6033
6219;Pskov State University / Псковский государственный университет;;1778;7726;3970;6033
6220;Newman University;;11458;5829;5383;6033
6220;Roseman University of Health Sciences (University of Southern Nevada);;12773;7755;2193;6033
6220;Grace College and Grace Graduate School;;8496;3603;9576;6033
6220;Gangneung-Wonju National University (Kangnung Wonju) / 강릉원주대학교;;3321;8156;2855;6033
6220;Hsuan Chuang University;;3460;5256;7468;6033
6220;Holy Family University;;8278;3569;9658;6033
6220;Andhra University Visakhapatnam;;13858;6986;3250;6033
6220;(3) Pondicherry University Bioinformatics Centre;;12075;6481;4275;6033
6228;Southeastern Baptist Theological Seminary;;7318;4237;8638;6033
6228;Siam University;;1835;6603;5735;6033
6228;Mount Mary University;;10447;5189;6656;6033
6228;Newman University;;7256;4467;8299;6033
6228;Grupo Educacional UNINTER;;4813;5937;6036;6033
6233;Universitas Tarumanagara UNTAR;;2733;7705;3749;6033
6233;Zagreb School of Economics and Management;;4887;6088;5812;6033
6233;Southern California Institute of Architecture;;11189;3396;9765;6033
6233;Mahachulalongkornrajavidyalaya University;;1252;2347;11401;6033
6233;Rockford University;;12398;4754;7347;6033
6238;(3) Northeast University Qinhuangdao / 东北大学秦皇岛分校;;6880;4099;8956;6033
6238;Herzing University;;11859;3390;9738;6033
6240;Mother Teresa Women's University;;19462;10430;11401;4029
6240;Musashino Art University / 武蔵野美術大学;;3595;2745;10987;6033
6240;Batumi Shota Rustaveli State University;;5081;11762;5876;5064
6240;Universitas Kristen Duta Wacana;;3206;7845;3475;6033
6244;Milwaukee Area Technical College;;6187;3218;10309;6033
6244;Indian Statistical Institute Bangalore;;9040;6993;3889;6033
6246;Mansfield University of Pennsylvania;;5904;3293;10235;6033
6246;Coker College;;11285;4889;7251;6033
6246;Delaware Technical & Community College;;7287;2414;11096;6033
6249;Advanced Institute of Industrial Technology / 産業技術大学院大学;;13322;8255;6103;5580
6249;Defense Language Institute Foreign Language Center;;5341;4556;8442;6033
6249;Dayanand Medical College & Hospital;;14313;15260;6879;4269
6249;Kharkiv State Academy of Railway Transport / Українська державна академія залізничного транспорту;;6118;7115;4092;6033
6249;Universidad Popular del Cesar;;4137;5029;7846;6033
6249;Hemchandracharya North Gujarat University;;8202;8753;8271;5288
6255;Ifap Instituto Federal do Amapá;;5629;5152;7380;6033
6255;Wakayama National College of Technology / 和歌山工業高等専門学校;;16986;12566;6966;4666
6255;Bezalel Academy of Art and Design Jerusalem;;1349;3142;10875;6033
6258;Avondale College;;7360;6124;5529;6033
6258;Lenoir Rhyne University;;10278;4794;7607;6033
6260;Erskine College;;14916;5379;10875;5288
6260;Universitas Respati Indonesia URINDO;;13882;4815;7235;6033
6260;Uşak University;;4351;8170;2813;6033
6263;Amsterdam School of the Arts / Amsterdamse Hogeschool voor de Kunsten AHK;;2639;2996;10875;6033
6263;China Youth University of Political studies / 中国青年政治学院;;5840;2048;11401;6033
6263;Tabor College Kansas;;10834;4316;10875;5580
6266;Universitas Sarjanawiyata Tamansiswa;;4684;6563;5332;6033
6266;East China Jiaotong University / 华东交通大学;;9286;21392;11401;1872
6268;Abraham Baldwin Agricultural College;;6304;5049;7601;6033
6268;Shri Guru Gobind Singhji Institute of Engineering;;14512;6976;3467;6033
6268;Luxun Academy of Fine Arts / 鲁迅美术学院;;14385;1804;11401;6033
6268;Instituto Latinoamericano de la Comunicacion Educativa;;2529;2267;11401;6033
6272;Peralta Colleges;;5511;4456;8693;6033
6272;Al Ghurair University;;13166;14605;3514;4768
6272;Ashoka University;;14092;6436;4421;6033
6272;Valencian International University;;11653;6327;11401;4908
6276;Linn Benton Community College;;5098;3483;10180;6033
6276;Indian Institute of Forest Management Bhopal;;19262;9114;4106;5580
6276;Beijing Dance Academy / 北京舞蹈学院;;9507;1964;11401;6033
6279;École Supérieure du professorat et de l’Education ESPE Bretagne (IUFM Bretagne);;8078;6787;4580;6033
6279;Philander Smith College;;15113;6476;10206;5288
6279;Universidade Metropolitana de Santos UNIMES;;14327;12368;7668;4666
6279;Giresun University;;3508;8230;3005;6033
6283;Pacific School of Religion;;11877;6070;5323;6033
6283;(3) Thomas M Cooley Law School;;15944;4798;7160;6033
6283;Universidad Nacional del Altiplano;;1553;9878;8013;5288
6283;Xi'An Academy of Fine Arts / 西安美术学院;;7287;2027;11401;6033
6287;Wells College;;10476;4056;8956;6033
6287;Pôle Universitaire Léonard de Vinci;;17839;6569;3833;6033
6289;All India institute of Medical Sciences Bhopal;;14531;7789;2334;6033
6289;Monmouth College;;10340;5822;5905;6033
6289;Nakhon Phanom University;;7624;5881;6096;6033
6292;Broome Community College SUNY;;3941;4968;8183;6033
6292;State University of New York Rockland Community College;;6916;2846;10786;6033
6294;(1) Southwest Tennessee Community College Memphis;;8465;4426;8550;6033
6294;(3) Duale Hochschule Baden-Württemberg DHWB Stuttgart;;4827;4477;8855;6033
6296;Sichuan Conservatory of Music / 四川音乐学院;;7976;2032;11401;6033
6296;Webster University Vienna;;11692;7213;3566;6033
6298;Al Jouf University;;8647;7877;2889;6033
6299;Instituto Tecnológico de Chihuahua;;8805;12597;5983;4908
6299;University of Applied Science & Technology Tehran;;798;5738;7977;6033
6299;Chadron State College;;6811;3558;10053;6033
6302;Universitas Islam Bandung;;527;2659;11401;6033
6302;St Luke's International University;;6588;4415;8773;6033
6302;National University of Pharmacy Ukraine / Національний Фармацевтичний Університет;;2118;8171;3667;6033
6302;Prince Mohammad Bin Fahd University;;6723;8733;1890;6033
6306;Felician University;;10648;4095;8988;6033
6306;Tianjin Conservatory of Music / 天津音乐学院;;6559;2109;11401;6033
6306;Trevecca Nazarene University;;9093;4688;8144;6033
6306;Universidad Privada de Santa Cruz de la Sierra;;7827;10070;10121;4768
6310;Universitas Negeri Medan;;892;8955;3021;6033
6310;(1) Westminster International University in Tashkent;;4183;11828;7727;4908
6310;Arcada Polytechnic;;4995;6849;5107;6033
6310;China Conservatory / 中国音乐学院;;9360;2018;11401;6033
6314;Columbia Basin College;;6141;5202;7592;6033
6314;Università degli Studi di Enna Kore;;2529;8856;2495;6033
6314;Vitebsk State Technological University / Витебский государственный технологический университет;;6916;7083;4436;6033
6314;Moscow State Automobile and Road Institute / московский автомобильно-дорожный государственный технический университет;;6954;5270;7363;6033
6314;SEGi University;;9257;7089;4152;6033
6314;Shanxi University of Finance & Economics / 山西财经大学;;11810;1970;11401;6033
6320;Sher-e- Kashmir University of Agricultural Sciences & Technology of Jammu;;13576;11866;11401;3860
6320;Institut Supérieur de Mécanique de Paris SUPMECA (Institut Polytechnique du Grand Paris) (comUE Université Paris Seine);;13576;10895;4874;5288
6320;Bialystok School of Public Administration / Wyższa Szkoła Administracji Publicznej Stanisława Staszica w Białymstoku;;7777;2082;11401;6033
