World Rank;University;Det.;Presence Rank*;Impact Rank*;Openness Rank*;Excellence Rank*
5677;Delta State University Nigeria;;20628;11382;4247;4768
5677;Divine Word University;;1011;11322;7408;4768
5677;Hebron University;;1331;8353;4889;5580
5682;IFB Instituto Federal de Brasília;;3050;4914;5447;6033
5682;Institut National d'Histoire de Art INHA (comUE HESAM);;2627;3779;7920;6033
5682;Jiangxi Science and Technology Normal University / 江西科技师范大学;;9790;3513;7505;6033
5682;MODUL University;;7711;5885;2784;6033
5682;State University of New York Morrisville State College;;7256;3135;8520;6033
5687;Massachusetts College of Liberal Arts;;6072;3916;7010;6033
5687;Neelain University;;198;12545;5355;4908
5687;Institut des Hautes Études Economiques et Commerciales INSEEC;;10340;5591;3011;6033
5687;South Texas College of Law;;8855;3966;6578;6033
5687;(3) Tecnun Universidad de Navarra;;5330;5633;3531;6033
5692;Davenport University;;8560;2856;9024;6033
5692;National Institute of Mental Health and Neuro Sciences;;7938;6778;1586;6033
5694;Instituto Piaget;;12980;10184;11401;3779
5694;Sarajevo School of Science & Technology;;17771;13223;3826;4566
5694;Universidade Lusofona do Porto;;12925;11384;6320;4666
5697;Shenkar School of Engineering & Design;;1981;5737;4240;6033
5697;Universidad Dr José Matias Delgado;;2105;6079;8049;5580
5697;Bluffton University;;5674;1367;11401;6033
5697;Charleston Southern University;;7484;4544;9385;5580
5697;State University of Tetovo;;10092;11885;4835;4768
5702;Fachhochschule Salzburg;;7098;5530;3532;6033
5702;Dalian Neusoft Institute of Information / 大连东软信息学院;;8112;2232;10206;6033
5704;Università per Stranieri di Siena;;7318;4219;6283;6033
5704;University of Petra;;1385;6946;11401;4666
5706;(1) Technische Hochschule Wildau;;4576;5784;3530;6033
5706;Hillsborough Community College;;5304;2775;9485;6033
5706;HafenCity Universität Hamburg;;5955;5390;4021;6033
5706;Hochschule Rhein Waal;;5696;6181;2671;6033
5710;Hochschule Merseburg;;4753;4616;5821;6033
5710;El Camino College;;4229;3299;8638;6033
5712;Mount Saint Mary College;;4798;3585;8021;6033
5713;Pavlodar State University S Toraigyrov / С Торайғыров атындағы Павлодар мемлекеттік университеті;;291;2920;10392;6033
5713;Putian University / 莆田学院;;7484;4486;5741;6033
5713;Ave Maria University;;252;4152;8509;6033
5713;Voronezh State Technical University / Воронежский государственный технический университет;;4413;12484;6631;4566
5713;Ho Chi Minh City University of Information Technology;;351;6241;4667;6033
5713;Islamic Azad University Gorgan;;8081;16011;8049;3655
5713;Hochschule für Musik und Theater Hannover;;6445;5226;4343;6033
5720;Escola Brasileira de Administração Pública e de Empresas, Fundação Getulio Vargas;;10389;10268;11401;3816
5720;Georgia Tech Lorraine;;13690;12370;11401;3275
5722;Lansing Community College;;6494;3508;8021;6033
5722;CUNY Medgar Evers College;;19169;15286;5376;4029
5722;Odessa National Academy of Food Technologies / Одеська національна академія харчових технологій;;4128;5751;3785;6033
5722;Fairmont State University;;5984;4176;6631;6033
5722;Institute of Historical Research;;2729;1499;11401;6033
5722;Institut Supérieur d'Informatique de Modélisation et de Leurs Applications;;9195;5882;2856;6033
5722;Instituto Tecnológico de Tehuacan;;12863;2305;11401;5580
5729;University of Dubai;;11981;9810;3521;5288
5730;Seoul National University of Education / 서울교육대학교;;9573;8348;7956;5064
5730;Universidad Nacional de Catamarca;;6072;8617;9071;4908
5732;Houghton College;;5226;3429;8352;6033
5733;Academy of Medical Sciences Islamic Republic of Iran;;7067;6190;2670;6033
5733;Istanbul Şehir University;;2665;6685;2738;6033
5735;Upper Iowa University;;10142;3344;8068;6033
5735;Institut Agronomique et Veterinaire Hassan II;;12782;9983;11401;3860
5735;Ostbayerische Technische Hochschule Regensburg;;2707;5952;3901;6033
5735;Chaudhary Devi Lal University;;1202;12695;5578;4768
5739;William Angliss Institute;;7931;4779;5233;6033
5739;Southern Adventist University;;6304;2888;9343;6033
5739;Thomas More Hogeschool (Lessius Hogeschool K H Kempen);;4875;5478;4237;6033
5739;Tohoku Institute of Technology / 東北工業大学;;6811;7324;11401;4479
5739;National University of Public Service / Nemzeti Közszolgálati Egyetem;;3038;5833;4034;6033
5739;Ohu University / 奥羽大学;;15808;9418;7128;4908
5745;Nakhon Si Thammarat Rajabhat University;;2110;4154;7624;6033
5745;Islamic Azad University Bojnourd;;6844;12451;7198;4479
5745;Kazakh-British Technical University / Казахстанско-Британский Технический Университет;;12120;9523;6014;5064
5745;Universitas 17 Agustus 1945 UNTAG Surabaya;;3460;5010;5503;6033
5745;Universidade Atlântica;;13458;12498;3805;4768
5750;Tecnocampus Mataró-Maresme (Escuela Universitària Politècnica);;3785;5780;4000;6033
5750;Iwaki Meisei University / いわき明星大学;;9138;8048;11401;4330
5750;Metropolitan Community College Kansas City;;4035;3458;8563;6033
5750;Sapientia Hungarian University of Transylvania;;4209;5908;3647;6033
5750;Università di Scienze Gastronomiche Bra Colorno;;10590;4383;5848;6033
5755;Hochschule Kaiserslautern;;5330;5502;4184;6033
5755;Southeastern University Florida;;5798;4011;7168;6033
5755;Anyang University / 안양대학교;;5511;9064;7500;5064
5755;European Business School Schloss Reichartshausen;;12681;5552;3219;6033
5755;Phetchaburi Rajabhat University;;2918;6202;3494;6033
5755;Pushkin State University of Russian Language / Государственный институт русского языка А С Пушкина;;5317;6342;2777;6033
5761;Montpellier Business School;;6231;6679;2130;6033
5761;Universidad Ricardo Palma;;2557;6149;9938;5288
5761;St Joseph's Institute of Management Trichy;;21030;4446;4487;6033
5761;Fundação Armando Alvares Penteado FAAP;;6588;4021;7061;6033
5765;Shoreline Community College;;6043;2838;9514;6033
5766;Kagawa Nutrition University / 女子栄養大学;;8254;6233;11401;4666
5766;(3) University of Malawi College of Medicine;;798;7873;1917;6033
5766;Oklahoma Baptist University;;9205;3907;7091;6033
5766;Periyar Maniammai University;;20034;13143;4053;4566
5766;Kyiv School of Economics;;7806;4839;5254;6033
5771;Cyprus Institute;;2968;7751;1430;6033
5771;Tver State University / Тверской государственный университет;;7988;7764;11401;4409
5773;Universitas Malikussaleh;;1094;5735;5097;6033
5773;College of the Canyons;;5145;3347;8659;6033
5773;Hellenic Naval Academy;;17915;13918;5248;4330
5773;Konan Women's University / 甲南女子大学;;4641;7034;8751;5288
5773;Sir Syed University of Engineering & Technology;;13667;9301;6334;5064
5773;Ouachita Baptist University;;6531;3341;8520;6033
5779;Mount St. Joseph University;;8151;3784;7522;6033
5779;Institute of World Economy / Института Мировой Экономики и Международных Отношений ИМЭМО;;3176;6345;3323;6033
5779;Instituto Tecnológico de La Laguna;;9642;15360;5320;4202
5779;Cornish College of the Arts;;15542;4103;10875;5288
5779;Erikson Institute;;9844;4625;5514;6033
5779;Touro Law Center;;6663;2916;9385;6033
5779;Tavria State Agrotechnological University / Таврійський державний агротехнологічний університет;;3976;5572;4485;6033
5779;Universitas Negeri Gorontalo;;1933;6064;4198;6033
5787;Tikrit University;;1319;13167;11401;3482
5787;Kyungnam University / 경남대학교;;5112;5981;3497;6033
5787;Corporación Universitaria Minuto de Dios UNIMINUTO;;1056;5326;5928;6033
5787;West Virginia University Institute of Technology;;15173;5824;11401;4666
5787;(3) Ningbo Institute of Technology Zhejiang University / 浙江大学宁波理工学院;;8691;3224;8607;6033
5792;Methodist University;;9859;4098;6677;6033
5792;Honam University / 호남대학교;;698;7916;6534;5580
5792;Institut National du Patrimoine INP (comUE HESAM);;10422;8019;693;6033
5792;Bay Path University;;7624;4368;6355;6033
5792;Corporación Universitaria del Caribe;;3930;10422;3960;5288
5797;Athens State University;;9548;3759;7500;6033
5797;Red River College;;3809;4470;6778;6033
5797;University of Saint Francis Illinois;;9190;2905;9258;6033
5797;Universidad Metropolitana del Ecuador;;9152;3657;7752;6033
5797;Hajvery University Lahore;;13146;1300;11401;6033
5802;Instituto Federal de Educação Ciência e Tecnologia de Alagoas;;1817;9574;5933;5288
5802;University of Rio Grande;;9033;4752;9325;5580
5802;Saint Joseph's College of Maine;;9859;4061;6781;6033
5802;Tainan University of Technology;;1678;5955;4540;6033
5806;Tra Vinh University;;2874;5187;5529;6033
5806;Hartnell College;;5926;4395;6569;6033
5806;Mohawk College;;4729;2753;9911;6033
5806;Oriental Institute of Technology;;2104;4294;7575;6033
5810;Long Beach City College;;4517;3100;9343;6033
5810;Dawson College Westmount Montreal;;4940;4331;6869;6033
5812;University of St Mark & St John Plymouth;;7484;5891;3435;6033
5812;Royal College of Nursing;;3665;1539;11401;6033
5812;Unity College;;9859;3984;7036;6033
5812;University of Trinidad and Tobago;;522;15241;3670;4666
5816;Technical University of Gabrovo / Технически университет Габрово;;7624;9327;7066;5064
5816;Instituto Federal de Educação Ciência e Tecnologia do Ceará;;1970;6677;3318;6033
5816;Inland Norway University of Applied Sciences;;4843;6333;3132;6033
5816;Kansai Gaidai University / 関西外国語大学;;6784;5519;8476;5580
5820;Institut Seni Indonesia Yogyakarta Bantul;;1790;5597;5212;6033
5820;Universidad Señor de Sipan;;3335;3254;9274;6033
5820;Missouri Southern State University;;6370;3660;8109;6033
5820;École Nationale d'Ingénieurs de Tarbes ENIT (comUE Université de Toulouse);;17915;10181;2680;5288
5824;Saint Peters University;;8170;5626;3909;6033
5824;Huntingdon College;;7860;3636;8013;6033
5826;Life University;;6494;3406;8584;6033
5826;Universitas Tanjungpura;;1959;6487;3703;6033
5826;Varna University of Management / Висше училище по мениджмънт Варна;;13472;7111;11401;4479
5829;Vasile Goldis Western University of Arad;;7568;7740;5214;5580
5829;West Bengal State University;;18642;11938;11401;3381
5829;Oakwood University;;11393;4064;6785;6033
5829;Estonian Academy of Arts / Eesti Kunstiakadeemia;;2909;4015;7996;6033
5829;Colegio de Estudios Superiores de Administración CESA;;9006;10355;5414;5064
5829;Southern California University of Health Sciences;;10501;4880;5158;6033
5829;Sekolah Tinggi Agama Islam Negeri STAIN Pamekasan;;6304;4018;7399;6033
5836;Saint Joseph's College New York;;7287;4548;6251;6033
5836;Escola Nacional da Administração Pública;;2769;3354;9230;6033
5838;Akademie der Bildenden Künste Wien;;4428;3322;9034;6033
5838;Pädagogische Hochschule Zürich;;4446;4883;5991;6033
5838;Fundación Universitaria Luis Amigó;;3224;8779;8584;5064
5838;Instituto Tecnológico de Durango;;15868;15335;3789;4330
5838;Industrial University of Ho Chi Minh City;;4088;4777;6288;6033
5843;International Hellenic University;;3840;6177;3746;6033
5843;Hochschule Ingolstadt (Fachhochschule Ingolstadt);;6007;5290;4887;6033
5845;National University Odessa Academy of Law / Национальный университет Одесская юридическая академия;;2509;6594;3425;6033
5845;ECPI University;;8814;3561;8170;6033
5845;École Nationale d'Administration Publique;;5858;5823;3956;6033
5845;Fo Guang University;;1599;4980;6602;6033
5845;School for Field Studies;;14234;7511;8988;5064
5850;Hochschule Aalen;;4233;6014;3967;6033
5850;Rostov State University of Railway Transport / Ростовского государственного университета путей сообщения;;4362;8361;11401;4409
5850;Université de Lyon (comUE Université de Lyon);;4560;3928;7944;6033
5853;Mount Vernon Nazarene University;;134;4428;8793;6033
5853;Institute for humanities and cultural studies;;3340;3702;8591;6033
5853;Springfield Technical Community College;;8549;3771;7804;6033
5853;Sul Ross State University;;6405;4075;7376;6033
5853;(3) Duale Hochschule Baden-Württemberg DHBW Mannheim;;8959;5225;4758;6033
5858;Concordia University of Edmonton;;8125;5023;5261;6033
5858;(3) Catholic University of Leuven Kulak;;3982;7023;2429;6033
5858;Islamic Azad University Myianeh;;9240;13162;5714;4566
5858;National Taipei University of Business;;2754;9654;3098;5580
5862;Lake Erie College of Osteopathic Medicine;;15774;5212;4021;6033
5862;Palm Beach State College;;4455;3635;8557;6033
5862;Rajamangala University of Technology Phra Nakhon;;1631;5778;5162;6033
5862;Anton de Kom University of Suriname;;16169;11379;6777;4666
5862;East Central University;;5955;3591;8448;6033
5867;Academy of Social Control / Академия социального управления;;6987;2597;10121;6033
5867;Fundação Escola de Comercio Alvares Penteado FECAP;;7256;8336;4507;5580
5867;Sardar Vallabhbhai National Institute of Technology Surat;;8883;7384;1455;6033
5870;Singapore Institute of Technology;;11223;7148;1559;6033
5870;Wako University / 和光大学;;6663;6439;7468;5580
5870;Islamic Azad University Mahabad;;17182;13971;6277;4269
5870;Otaru University of Commerce / 小樽商科大学;;4525;5043;5771;6033
5874;Nova Scotia Community College;;9684;4566;6101;6033
5874;Centro Universitário Eurípides de Marília UNIVEM;;5241;7134;6651;5580
5874;Universidad Peruana Unión;;2889;8678;4821;5580
5877;Varna Free University Chernorizets Hrabar / Варненски свободен университет Черноризец Храбър;;5304;6780;7195;5580
5877;Kirkwood Community College;;5733;2968;9676;6033
5877;Fanshawe College;;8429;3052;9298;6033
5880;Universal Technical Institute;;19374;3667;7049;6033
5880;Yu Da University of Science & Technology;;3586;5166;5799;6033
5880;Bogomoletz National Medical University / Національний медичний університет О О Богомольця;;3948;9544;11401;4202
5880;Huntington University;;7318;4013;7536;6033
5884;Iqra University Karachi;;13234;10018;5754;5064
5884;Universidade do Vale do Sapucai;;9240;14454;6004;4330
5884;Moscow University for the Humanities / Московский Гуманитарный Университет;;5098;4977;5897;6033
5887;Lubbock Christian University;;10065;5020;5212;6033
5887;Rajiv Ghandi Technical University / Rajiv Gandhi Proudyogiki Vishwavidyalaya;;17739;9106;11401;4095
5887;Garden City University College;;23052;2523;9110;6033
5887;Georgian College;;6370;3970;7784;6033
5891;Mzumbe University;;2134;4942;6692;6033
5891;Pädagogische Hochschule Karlsruhe;;5304;5177;5464;6033
5893;Hochschule Ravensburg Weingarten;;4739;5794;4498;6033
5893;Instituto Federal de Educação Ciência e Tecnologia da Bahia IFBA;;895;6371;4809;6033
5893;Centro Universitário Fieo UNIFIEO;;12572;9938;4141;5288
5893;West Liberty University;;5287;4423;7018;6033
5897;(3) Szent István University Faculty of Veterinary Science;;5196;6631;3034;6033
5897;Rani Durgavati Vishwavidyalaya Jabalpur;;13322;9716;11401;4029
5897;Harrisburg Area Community College;;6170;3762;8249;6033
5897;Institute of Business Administration Karachi;;5145;5666;4633;6033
5901;Seminole State College of Florida;;513;3735;9556;6033
5901;Universidad de Holguín Oscar Lucero Moya;;4103;13501;4231;4768
5903;Hochschule für Technik und Wirtschaft Chur;;4940;5810;4458;6033
5903;Massachusetts Maritime Academy;;11022;4070;7157;6033
5903;Nichols College;;10995;4482;6343;6033
5903;Open Colleges;;12157;1421;11401;6033
5903;Turkey Police Academy / Polis Akademisi Başkanlığı;;13955;2559;9888;6033
5908;Nagano National College of Technology / 長野工業高等専門学校;;8518;10328;11401;3972
5908;National University of Water and Environmental Engineering / Національний університет водного господарства та природокористування;;1949;12570;3560;5064
5908;Pädagogische Hochschule Schwäbisch Gmünd;;9325;5647;4183;6033
5908;East China University of Political Science & Law / 华东政法大学;;2479;1727;11401;6033
5908;Indian Institute of Space Science & Technology;;11428;7263;1571;6033
5913;Hochschule Zittau Gorlitz;;865;6604;4558;6033
5913;Parkland College;;6231;1553;11401;6033
5913;Pontificia Università Lateranense;;10686;7817;7738;5288
5916;Moscow State Technology and Management University / Московский Государственный Университет Технологий и Управления К Г Разумовского;;6344;3709;8405;6033
5916;Prince George's Community College;;5018;3309;9258;6033
5916;Hanoi University of Public Health;;7287;13872;8109;4202
5916;College of New Rochelle;;6494;3325;9071;6033
5920;Bloomfield College;;8288;4247;7121;6033
5920;Bucks County Community College;;7484;2548;10273;6033
5920;Universidad Nacional de Loja;;252;10115;11401;4330
5923;Dr Y S Parmar University of Horticulture and Forestry;;15113;10169;3558;5288
5923;Northwestern College Iowa;;5629;4083;7784;6033
5923;Al Qadisiyah University;;534;12323;11401;3816
5923;Institución Universitaria de Envigado;;6405;4636;6602;6033
5927;Chiba University of Commerce / 千葉商科大学;;4739;4910;11401;5064
5927;Nihon Pharmaceutical University / 日本薬科大学;;9409;11185;11401;3779
5929;University College of Birmingham (College of Food Tourism and Creative Studies);;9388;4638;9888;5580
5929;ArtEZ Hogeschool voor de Kunsten / Institute of the Arts;;5653;3119;9576;6033
5931;Universidad Mayor de San Francisco Xavier de Chuquisaca;;2179;6682;10027;5288
5931;Trinity Laban;;10976;3553;8380;6033
5933;University of Library Studies and Information Technologies Sofia / Университет по библиотекознание и информационни технологии;;6723;11716;5509;4908
5933;Institute for Studies in Theoretical Physics and Mathematics;;4827;5813;4666;6033
5935;Asfendiyarov Kazakh National Medical University / С.Ж. Асфендияров атындағы Қазақ ұлттық медицина университеті;;1366;5601;6054;6033
5935;Kuwait University;;49;9783;1558;6033
5935;Université Catholique de l'Ouest / Facultés libres de l’Ouest;;7169;5075;5684;6033
5935;Universidade Católica de Salvador UCSal;;4813;9217;3814;5580
5935;Nikolaev State University VA Suhomlinskogo / Миколаївський національний університет В О Сухомлинського;;6916;4262;7347;6033
5935;Armed Forces Medical College;;18798;8931;11401;4140
5935;Yıldırım Beyazıt University;;2862;7753;2039;6033
5942;Russian New University / Российский новый университет;;4576;3913;8387;6033
5942;Ho Chi Minh City University of Science (Natural Sciences);;2145;6828;3750;6033
5944;Guangzhou University of Chinese Medicine / 广州中医药大学;;4806;5879;4614;6033
5944;Hochschule Harz;;7787;5577;4742;6033
5944;Kyoritsu Women's University / 共立女子大学;;6279;5606;11401;4908
5944;WSB School of Banking / Wyższa Szkoła Bankowa;;6663;3677;8568;6033
5944;Saybrook University;;9699;5231;5144;6033
5949;National Kaohsiung University of Hospitality and Tourism;;1678;6686;4166;6033
5949;Rajabhat Maha Sarakham University;;4287;8727;10440;4768
5949;Konya Necmettin Erbakan University;;3252;7520;2343;6033
5952;Castleton University;;7318;4772;6376;6033
5952;Chandrakasem Rajabhat University;;2801;4386;7879;6033
5952;Catholic University of Eastern Africa;;7959;11414;5957;4908
5955;All India Institute of Medical Sciences Rishikesh;;13097;6701;2347;6033
5955;Modern University for the Humanities / Современная гуманитарная академия;;8898;4818;6175;6033
5955;Showa Women's University / 昭和女子大学;;3941;4175;8034;6033
5958;Brookdale Community College;;5696;3268;9405;6033
5958;Burgundy School of Business BSB (ex-ESC Dijon) (comUE Université Bourgogne Franche Comté);;13745;6061;3303;6033
5958;École d’Ingénieurs du CESI Center for Industrial Studies;;6344;5564;4990;6033
5958;Immaculata University;;14865;4278;6622;6033
5962;Schreiner University;;10389;4471;6774;6033
5962;Westminster College Fulton;;6880;4557;6927;6033
5964;Universitas Muhammadiyah Metro;;4630;4666;7038;6033
5964;Columbus School of Law;;5112;4097;8049;6033
5966;Lincoln University of Missouri;;10414;3811;8117;6033
5966;Lanzhou City University / 兰州城市学院;;8824;5512;11401;4908
5966;University of Minnesota Rochester;;13107;9215;5700;5288
5966;Universitas Bina Darma;;3656;5719;5284;6033
5970;Chubu Gakuin University / 中部学院大学;;6170;6452;9888;5288
5970;Hochschule Landshut;;6072;5825;4682;6033
5970;Universidad Nacional de la Matanza;;183;6567;5808;6033
5970;Montreat College;;14752;2694;9851;6033
5970;Novia University of Applied Sciences (Sydvast Polytechnic) / Yrkeshögskolan Novia;;5098;6566;3609;6033
5975;Richmond American International University in London;;10753;5214;5258;6033
5976;Borys Grinchenko Kyiv University / Київський Університет Бориса Грінченка;;1385;7319;3469;6033
5976;Universidad Católica de Ávila;;9656;7108;6755;5580
5976;Uttarakhand Technical University;;14475;10432;11401;3925
5976;Universidad Politécnica de Pachuca;;10995;15176;4748;4409
5976;United States Merchant Marine Academy;;13527;3010;9405;6033
5976;Vistula University (University of Economics and Computer Science in Warsaw) / Uczelnia Vistula;;8635;5266;5410;6033
5982;Kasem Bundit University;;5432;6969;7483;5580
5982;Princess Nourah Bint Abdulrahman University;;4386;6721;3551;6033
5982;Rajamangala University of Technology Krungtheb;;1937;6115;5203;6033
5982;Saint John's College;;6916;2004;11096;6033
5986;Kedge Business School;;10433;3895;11401;5288
5986;Belarusian State Pedagogical University M Tank / Белорусский государственный педагогический университет М Танка;;1273;7060;3995;6033
5986;Oakland Community College;;10648;4624;6535;6033
5989;Indian Institute of Management Indore;;12120;5652;4392;6033
5989;Universidad Nacional de Lomas de Zamora;;8874;8951;9373;4908
5991;Instituto Superior Miguel Torga;;10962;9888;4969;5288
5991;Kazakh National Agrarian University / Казахский Национальный Аграрный Университет;;4864;4118;8170;6033
5991;National Quemoy University;;2054;5998;5399;6033
5991;Noakhali University of Science & Technology;;17088;11137;5602;4908
5991;Buryat State University / Бурятский государственный университет;;2821;5724;5596;6033
5991;Chestnut Hill College;;8185;4767;6537;6033
5997;Siberian State Industrial University / Сибирский Государственный Индустриальный Университет;;6304;8675;11401;4409
5997;Shaqra University;;7899;6665;3183;6033
5997;Touro University;;9195;6865;2792;6033
5997;Mahatma Gandhi University Kerala;;4505;7001;3157;6033
6001;Asbury University;;11374;3849;8098;6033
6001;Great Basin College;;6916;3606;11096;5580
6003;Insituto Federal Farroupilha;;3608;5914;5153;6033
6003;Université Mohamed Chérif Messaadia de Souk-Ahras;;2295;15468;5165;4479
6003;University of North Carolina;;3394;1808;11401;6033
6006;Wilson College;;8206;4361;7415;6033
6006;Chattanooga State Technical Community College;;5715;4644;7144;6033
6006;Indian Statistical Institute Delhi;;9169;7503;1856;6033
6006;Shanghai Conservatory of Music / 上海音乐学院;;7169;1653;11401;6033
6006;Sierra College;;6445;2719;10355;6033
6011;École Supérieure d'Informatique de Paris SUPINFO International University;;5287;3786;8793;6033
6011;Azerbaijan State University of Economics / Azərbaycan Dövlət İqtisad Universiteti;;2173;6816;4193;6033
6011;Universitas Islam Negeri UIN Raden Fatah;;3252;6678;4060;6033
6011;Kazan State Power Engineering University / Казанский государственный энергетический университет;;4780;9915;11401;4202
6015;Islamic Azad University Astara;;17888;13810;6680;4330
6015;Sylhet Agricultural University (Sher-e-Bangla Agricultural University);;16584;12389;5051;4768
6015;Trinity Washington University;;7764;3658;8807;6033
6015;University of Sulaimani;;7169;13758;11401;3310
6015;University of St Augustine for Health Sciences;;10476;7396;6424;5580
6015;Politeknik Negeri Sriwijaya;;3101;6212;4869;6033
6021;Royal University of Agriculture Cambodia;;653;7498;10786;5064
6021;Universitas Muhammadiyah Sumatera Utara;;2689;5631;5960;6033
6021;Fundação Universitária de Cardiologia;;21494;18753;8028;3058
6024;Al Baath University;;4098;12419;5379;4908
6024;Lasell College;;6468;4695;7003;6033
6024;New School of Architecture and Design;;11751;3925;11401;5288
6024;Nelson Marlborough Institute of Technology;;7360;6083;4362;6033
6024;Institut Seni Indonesia Denpasar;;4245;4941;6876;6033
6029;Keuka College;;14280;4102;10440;5580
6029;Kunstuniversität Graz;;2284;3389;9938;6033
6029;Salish Kootenai College;;12283;5956;8321;5580
6029;Brest State Technical University / Брестский государственный технический университет;;3941;8724;5368;5580
6033;Adrian College;;7624;4042;8165;6033
6033;Universitas Bakrie;;2631;6508;4613;6033
6033;Durham College;;6118;3793;8773;6033
6033;(3) Chernivtsi Medical College / Чернівецький медичний коледж;;16670;1456;11401;6033
6033;Indian Institute of Technology Mandi;;8215;7453;2106;6033
6033;Universidad Nacional del Noroeste de la Provincia de Buenos Aires;;6844;10116;9851;4666
6039;FPT University;;2052;5066;7255;6033
6039;Franklin Pierce University;;8394;4443;7354;6033
6041;Sagami Women's University / 相模女子大学;;4073;7091;3286;6033
6041;San Jacinto College;;3563;3280;9938;6033
6041;Chandler Gilbert Community College;;6007;7684;2057;6033
6041;European University Brčko / Evropski Univerzitet;;11223;4188;7607;6033
6045;Colorado Mountain College;;7132;3809;8693;6033
6045;Nha Trang University;;3651;9015;4997;5580
6045;Somaiya Vidyavihar;;5276;6620;3879;6033
6045;Westfälische Hochschule (Fachhochschule Gelsenkirchen);;5341;6573;3942;6033
6049;Palo Alto University (Pacific Graduate School of Psychology);;14147;6931;2382;6033
6049;Riverside Community College;;5858;4194;8132;6033
6051;Universitas Negeri Jakarta;;2421;7545;3089;6033
6051;South Texas College;;6231;4006;8442;6033
6053;Saitama Prefectural University / 埼玉県立大学;;11448;8657;7191;5288
6053;Luther Seminary;;5653;3069;10084;6033
6053;Middle Georgia State University;;8711;5463;5399;6033
6053;Politeknik Negeri Bandung;;3620;6560;4388;6033
6053;National Fisheries University / 水産大学校;;8683;9634;7676;5064
6058;Frederick Community College;;8814;3942;8359;6033
6059;Howard Community College;;7025;3296;9612;6033
6059;Hochschule Emden Leer;;3263;6928;3936;6033
6059;Mehmet Akif Ersoy University;;3399;7140;3491;6033
6059;Notre Dame de Namur University;;11406;4074;7901;6033
6059;Unification Theological Seminary;;16986;9227;290;6033
6059;Yachay Tech;;1835;15708;1567;4908
6065;Guangzhou Academy of Fine Arts / 广州美术学院;;6954;1725;11401;6033
6066;Franciscan University of Steubenville;;6880;3666;9071;6033
6067;Greenville College;;5112;3640;9286;6033
6067;Institut Nacional d’Educació Física de Catalunya;;13678;12313;11401;3591
6067;Texas Lutheran University;;9273;4184;7914;6033
6070;Shanghai University of International Business and Economics / 上海对外贸易学院;;4684;6761;8267;5580
6070;Thomas Jefferson School of Law;;8355;5130;6213;6033
6070;Hitit University;;2071;7676;3123;6033
6070;Kharkiv National University of Economics / Харківський національний економічний університет;;3153;7436;3176;6033
6070;(3) Indiana University East;;7395;5841;5001;6033
6070;All India institute of Medical Sciences Jodhpur;;9829;6982;2884;6033
6070;Università Telematica Internazionale UniNettuno;;4813;7024;3465;6033
6070;Yukon College;;10469;4242;7716;6033
6078;Université Paris Est (comUE Université Paris Est);;8052;8041;1653;6033
6078;Johnson State College;;8568;4564;7286;6033
6078;Kanagawa Dental University / 神奈川歯科大学;;12458;10410;11401;4029
6078;Oulu University of Applied Sciences / Oulun Seudun Ammattikorkeakoulu;;2382;3999;9162;6033
6082;Lazarski University / Uczelnia Łazarskiego Warszawa;;6231;5603;5606;6033
6082;Montana State University Northern;;10802;4790;6680;6033
6082;Shanghai Theatre Academy / 上海戏剧学院;;3656;1903;11401;6033
6082;International University of Africa;;430;11434;8458;4908
6086;Gunma National College of Technology / 群馬工業高等専門学校;;7568;10791;8573;4768
6086;Sichuan Fine Arts Institute / 四川美术学院;;8098;1720;11401;6033
6086;Saratov State Medical University / Саратовский государственный медицинский университет В И Разумовского;;4587;7585;9298;5288
6089;Universitas Esa Unggul (Universitas Indonusa);;1210;2150;11401;6033
6089;Holy Names University;;5984;3906;8807;6033
6089;Universidad Argentina John F Kennedy;;15896;9229;7759;5064
6092;Islamic Azad University Birjand;;14072;15386;6435;4202
6092;Santa Fe College FL;;6405;3432;9556;6033
6092;Bunkyo Gakuin University (Bunkyo Women's College) / 文京学院大学;;8064;5939;11401;4908
6092;University for Humanistics / Universiteit voor Humanistiek;;6170;7012;3364;6033
6092;Johns Hopkins University School of Advanced International Studies Bologna;;4218;1883;11401;6033
6097;École Supérieure de Chimie Physique Électronique de Lyon CPE Lyon;;10590;6656;3463;6033
6098;John F Kennedy University;;14147;3744;8483;6033
6098;Oklahoma City Community College;;5241;3770;9162;6033
6098;Qinghai University / 青海大学;;6588;1781;11401;6033
6101;Belhaven University;;6093;3648;9298;6033
6101;National School of Political Studies and Public Administration;;8406;6616;3806;6033
6101;Higher Technological Institute;;10825;13527;7061;4479
6104;Hamad Bin Khalifa University;;8449;8090;1668;6033
6104;Himachal Pradesh Agricultural University;;10255;10139;5207;5288
6104;Royal Agricultural University;;9006;5961;4822;6033
6104;Universidad del Mar;;9033;10387;4972;5288
6108;Southwest Baptist University;;15214;4286;7354;6033
6108;Universidad Central Colombia;;3948;6423;4832;6033
6108;Fukushima National College of Technology / 福島工業高等専門学校;;9590;10908;5986;5064
6108;General Sir John Kotelawala Defence University;;5133;6520;4437;6033
6108;Chitkara University;;6987;6623;4012;6033
6113;Tianjin Foreign Studies University / 天津外国语大学;;6370;1817;11401;6033
6114;Chengdu Medical College / 成都医学院;;8305;3939;8650;6033
6114;Elgin Community College;;8560;4440;7736;6033
6114;Universitas Dr Soetomo Surabaya;;6093;5524;5958;6033
